uid,всего
u995,1
u988,1
u973,1
u962,1
u941,1
u938,2
u918,1
u908,3
u906,2
u878,1
u860,1
u824,1
u789,1
u608,1
u606,2
u582,1
u515,1
u466,1
u427,1
u416,7
u390,3
u387,2
u2081,1
u2054,1
u2047,1
u1993,1
u199,2
u1976,1
u1975,1
u1973,1
u1972,1
u1945,1
u1911,1
u1836,1
u1708,2
u1591,1
u1505,1
u1471,1
u147,11
u1403,1
u1305,1
u1291,1
u1211,1
u117,1
u1004,1
,1
